slug,title_en,title_ru,recovery_status,set_slugs
trained-by-a-master,Trained By A Master,Выращенный Мастером,full_page,munchkin-fu
trained-moths,Trained Moths!,Натасканная Моль!,full_page,cheat-with-both-hands
trampoline,Trampoline,Батут,full_page,the-narrow-s-cape
tranquil,Tranquil,Расслабленный,full_page,half-horse-will-travel
transferral-potion,Transferral Potion,Зелье Стрелочника,full_page,munchkin
transmogrification,Transmogrification,Преобразование,full_page,munchkin-bites
transporter-accident,Transporter Accident,Транспортный Инцидент,full_page,star-munchkin
transporter-twin,Transporter Twin,Двойник из телепорта,full_page,the-clown-wars
trap-over-your-own-chest,Trap Over Your Own Chest,Роковая запинка,full_page,clerical-errors
trash-compactor,Trash Compactor,Уплотнитель мусора,full_page,the-clown-wars
tree,Tree,Дерево,full_page,munchkin-bites
tree-mendous,Tree-Mendous,ПотрЯсень,full_page,super-munchkin
tree-surgeon,Tree Surgeon,Санитар леса,full_page,armed-and-dangerous
treerazer,Treerazer,Древотёс,set_listing_only,munchkin-pathfinder
trenchcoat,Trenchcoat,Шинель,full_page,munchkin-bites
trenchcoat-0,Trenchcoat /,,full_page,munchkin-impossible
trick-or-treater,Trick-or-Treater,,set_listing_only,munchkin-tricky-treats
trick-or-treaters,Trick or Treaters /,,full_page,pants-macabre
trick-riding-boots,Trick Riding Boots,Сапоги джигитовки,full_page,the-need-for-steed
tricky-ichor,Tricky Ichor /,,full_page,the-unspeakable-vault
tricorn-hat,Tricorn Hat,Треуголка,full_page,munchkin-booty
trident,Trident,Трезубец,full_page,munchkin-legends
trigger-volcano-beneath-enemy-town,Trigger Volcano Beneath Enemy Town,Разбуди вулкан под городом врага,full_page,the-need-for-steed
tripelgangers,Tripelgangers,Трипльгангер,set_listing_only,munchkin-pathfinder
triple-agent,Triple Agent /,,full_page,munchkin-impossible
triple-barreled-shotgun,Triple-Barreled Shotgun,Трёхстволка,full_page,munchkin-cthulhu
triplicate-twit,Triplicate Twit,Тройной тупица,full_page,super-munchkin
trojan-horse,Trojan Horse,Троянский конь,full_page,unnatural-axe
troubled-soul,Troubled Soul,Беспокойная душа,full_page,sheep-impact
truculent,Truculent /,,full_page,the-unspeakable-vault
truly-obnoxious-curse,Truly Obnoxious Curse!,Невыносимо гнусное Проклятие!,full_page,munchkin
tsotha-lanti,Tsotha-lanti /,,full_page,munchkin-conan
tsuchigumo,Tsuchigumo,,set_listing_only,monky-business
tu-phat,Tu Phat,Пу Зян,full_page,munchkin-fu
tuba-of-charm,Tuba of Charm,Чарующая дуда,full_page,munchkin
tumbleweed,Tumbleweed /,,full_page,the-good-the-bad-and-the-munchkin
tumescent,Tumescent /,,full_page,the-unspeakable-vault
tunnel-of-tsathoggua,Tunnel of Tsathoggua /,,full_page,crazed-caverns
turanian-helm,Turanian Helm /,,full_page,munchkin-conan
turtle-kung-fu,Turtle Kung Fu,Кунг-Фу Черепахи,full_page,munchkin-fu
turtle-steed,Turtle Steed,Вьючная черепаха,full_page,the-need-for-steed
tuwasso,Tuwasso /,,full_page,axe-cop|munchkin-axe-cop
tv-preacher,TV Preacher,Телепроповедник,full_page,apocalypse|munchkin-apocalypse
tweed-jacket,Tweed Jacket,Твидовый пиджак,full_page,munchkin-cthulhu
tweet-your-last-words,Tweet Your Last Words,Вбей свой последний твит,full_page,apocalypse|munchkin-apocalypse
tweezers-of-terror,Tweezers of Terror,Пинцет Террора,full_page,unnatural-axe
twenty-gallon-hat,Twenty-Gallon Hat /,,full_page,the-good-the-bad-and-the-munchkin
twitching,Twitching /,,full_page,call-of-cowthulhu
two-goblins,Two Goblins,Двугоблин,set_listing_only,munchkin-pathfinder
two-handed-flashlight,Two-Handed Flashlight,Двуручный фонарик,full_page,munchkin-cthulhu
two-handed-sword,Two-Handed Sword,Двурукий меч,full_page,clerical-errors
two-headed,Two-Headed,Двуглавый,full_page,de-ranged
two-headed-space-elvis,Two-Headed Space Elvis,Двухголовый космический Элвис,full_page,the-clown-wars
two-hour-monolog,Two-Hour Monolog,Двухчасовой монолог,full_page,the-narrow-s-cape
tycoon,Tycoon,Воротила,full_page,munchkin-steampunk
typecast,Typecast,Заложник типажа!,full_page,de-ranged
typographical-error,Typographical Error,Типаграфская ошибка,full_page,clerical-errors
ubbo-sathlas-underworld,Ubbo-Sathla's Underworld /,,full_page,crazed-caverns
ugly-little-idol,Ugly Little Idol,Уродливый Мелкий Идол,full_page,munchkin-fu
ugly-stepsister,Ugly Stepsister,Сводная сестра-уродка,set_listing_only,munchkin-princesses
ultimate,Ultimate /,,full_page,monster-enhancers
ultra-munchkin,Ultra Munchkin,Ультра Манчкин,full_page,cheat-with-both-hands
ultra-rare,Ultra-Rare,Ультра Редкий,full_page,cheat-with-both-hands
ultra-violet,Ultra Violet,Ультрафиалка,full_page,the-clown-wars
umbrella,Umbrella /,,full_page,munchkin-impossible
umbrella-0,Umbrella,"Зонтек, Inc",full_page,munchkin-zombies
unbelievably,Unbelievably,Невероятный,full_page,cheat-with-both-hands
uncorked,Uncorked,Раскупорка,full_page,half-horse-will-travel
undead,Undead,Андед,full_page,apocalypse|cheat-with-both-hands|clerical-errors|munchkin-apocalypse|munchkin-bites|munchkin-legends|munchkin-pathfinder|unnatural-axe
undead-0,Undead,Андед,full_page,apocalypse
undead-clowns,Undead Clowns,Клоундеды,full_page,de-ranged
undead-horse,Undead Horse,Конь андедный,full_page,munchkin
undead-ringer,Undead Ringer,Би-зомби,full_page,munchkin-zombies
undercover-agent,Undercover Agent /,,full_page,munchkin-impossible
underdressed,Underdressed,В неглиже,full_page,clerical-errors
underwear-on-the-outside,Underwear On The Outside,Трусы поверх всего,full_page,super-munchkin
undignified-retreat,Undignified Retreat,Позорное бегство,full_page,apocalypse|munchkin-apocalypse
undo-top-button,Undo Top Button,Расстегнутая Пуговка,full_page,star-munchkin
unfashionable,Unfashionable!,Немодно!,full_page,munchkin-steampunk
unflappable-butler,Unflappable Butler,Безукоризненный дворецкий,full_page,the-narrow-s-cape
unhappy-meal,Unhappy Meal /,,full_page,pants-macabre
unholy-metamorphosis,Unholy Metamorphosis /,,full_page,munchkin-penny-arcade|penny-arcade
uni,Uni- /,,full_page,axe-cop|munchkin-axe-cop
uni-baby,Uni-Baby /,,full_page,axe-cop|munchkin-axe-cop
unicorn-horn,Unicorn Horn /,,full_page,axe-cop|munchkin-axe-cop
unicorn-steed,Unicorn Steed,Покорный единорог,full_page,half-horse-will-travel
unicycle-built-for-two,Unicycle Built For Two,Тандемный моноцикл,full_page,sheep-impact
united-i-stand,United I Stand /,,full_page,munchkinomicon
unmasked,Unmasked!,Маски сорваны!,full_page,super-munchkin
unnameable,Unnameable,Неименуемый,full_page,munchkin-cthulhu
unnatural-axe,Unnatural Axe,Дикий топор,full_page,unnatural-axe
unnatural-compulsion,Unnatural Compulsion /,,full_page,munchkinomicon
unnecessary-roughness,Unnecessary Roughness,Необоснованная грубость,full_page,unnatural-axe
unplugged,Unplugged! /,,full_page,munchkin-the-guild
unspeakable,Unspeakable /,,full_page,monster-enhancers
unspeakable-riches,Unspeakable Riches,Несказанные богатства,full_page,munchkin-cthulhu
unspeakably-awful-indescribable-horror,Unspeakably Awful Indescribable Horror,Невыразимо жуткий неописуемый ужас,full_page,munchkin
unwelcome-enlightenment,Unwelcome Enlightenment,Несвоевременное озарение,full_page,munchkin-cthulhu
upload-shakycam-video,Upload Shakycam Video,Залей любительское видео,full_page,apocalypse|munchkin-apocalypse
urban-cammo,Urban Cammo,Городской камуфляж,full_page,apocalypse|munchkin-apocalypse
urban-cannibal,Urban Cannibal,Городской людоед,full_page,munchkin-bites
used-car-dealer,Used Car Dealer,Машинатор,full_page,munchkin-zombies
used-steed-salesman,Used Steed Salesman,Торговец подержанными скакунами,full_page,de-ranged
uss-secondprize,USS Secondprize /,,full_page,space-ships
utility-girdle,Utility Girdle,Полезнющий пояс,full_page,super-munchkin
vacuum-pressure-pulsator,Vacuum Pressure Pulsator,Вакуумный пульсатор,full_page,munchkin-steampunk
valentiny,ValenTINY,Валюсенький,full_page,munchkin-valentines
valkyries,Valkyries,Валькирии,full_page,munchkin-legends
valuable-advice-from-the-internet,Valuable Advice From the Internet,Ценный совет через Интернет,full_page,apocalypse|munchkin-apocalypse
valuable-coupon,Valuable Coupon,Купон,full_page,cheat-with-both-hands
vampibrella,Vampibrella /,,full_page,pants-macabre
vampire,Vampire,Упырь,full_page,munchkin-bites|pants-macabre
vampire-hunter,Vampire Hunter,Охотница на упырей,full_page,munchkin-bites
vampire-man-baby-kid,Vampire Man Baby Kid /,,full_page,axe-cop|munchkin-axe-cop
vandal-sandals,Vandal Sandals /,,full_page,munchkin-conan
vanished-into-legend,Vanished Into Legend,Ушёл в легенду,full_page,munchkin-legends
vanity-plates,Vanity Plates,Блатные номера,full_page,de-ranged
vast-horrible-glyphs-graven-on-the-walls,"Vast, Horrible Glyphs Graven On The Walls /",,full_page,crazed-caverns
vegan,Vegan,Веганка,full_page,armed-and-dangerous
velocirapture,Velocirapture!,Катастрофа! Велосцапатор,full_page,sheep-impact
venomous,Venomous,Ядовитый,full_page,munchkin-bites
very-depressed,Very Depressed,Крайне подавленный,full_page,clerical-errors
very-holy-book,Very Holy Book,Пресвятая Книга,full_page,unnatural-axe
vesper’s-rapier,Vesper’s Rapier,Рапира Веспера,set_listing_only,munchkin-pathfinder
vessel-of-natohk,Vessel of Natohk /,,full_page,munchkin-conan
vibrating-virus-grenade,Vibrating Virus Grenade,Вибровирусная граната,full_page,star-munchkin
vibrosword,Vibrosword,Вибромеч,full_page,star-munchkin
vicious-guard-dogs,Vicious Guard Dogs /,,full_page,munchkin-impossible
victrola,Victrola /,,full_page,the-unspeakable-vault
viking-duck,Viking Duck,Викингская утка,full_page,munchkin-legends
viking-kittens,Viking Kittens,Котята-викинги,full_page,munchkin-booty
vile-chemicals,Vile Chemicals,Жуткие химикаты,full_page,super-munchkin
vintage,Vintage,Винтажный,full_page,munchkin-hipsters
virgins-tears,Virgins' Tears,Слёзы девственницы,full_page,munchkin-bites
visit-farmer’s-market,Visit Farmer’s Market,Посети фермерский рынок,full_page,munchkin-hipsters
visit-the-attic,Visit the Attic /,,full_page,the-good-the-bad-and-the-munchkin
visit-the-blood-bank,Visit the Blood Bank,Посети банк крови,full_page,munchkin-bites
visit-the-museum,Visit the Museum,Загляни в музей,full_page,munchkin-zombies
visit-the-necropolis,Visit the Necropolis,,set_listing_only,munchkin-undead
visit-weapon-store,Visit Weapon Store /,,full_page,axe-cop|munchkin-axe-cop
visited-by-future-self,Visited By Future Self,Визит Тебя из Будущего,full_page,star-munchkin
volcano,Volcano,Катастрофа! Извержение вулкана,full_page,apocalypse|munchkin-apocalypse
voodoo-doll,Voodoo Doll,Кукла Вуду!,full_page,de-ranged
voodoo-hoodoo,Voodoo Hoodoo! /,,full_page,jump-the-shark
voodoo-zombie,Voodoo Zombie,Вуду-Зомби,full_page,armed-and-dangerous|munchkin-zombies
vorpal-blade,Vorpal Blade,Ворпал-клинок,full_page,clerical-errors
wail-shark,Wail Shark /,,full_page,jump-the-shark
waira,Waira,,set_listing_only,monky-business
walk-the-plank,Walk the Plank!,Прогулка по доске!,full_page,munchkin-booty
walked-through-cement,Walked Through Cement,Вляпался в цемент,full_page,armed-and-dangerous
walking-in-circles,Walking In Circles,Ходим кругами,full_page,demented-dungeon|demented-dungeons
walking-in-circles-0,Walking in Circles /,,full_page,hideous-hideouts
walrus,Walrus /,,full_page,jump-the-shark
wand-of-dowsing,Wand of Dowsing,Штырь лозоходца,full_page,munchkin
wand-of-walloping,Wand Of Walloping,Жезл взбучки,full_page,munchkin-cthulhu
wander-for-ten-years,Wander For Ten Years,Десятилетние блуждания,full_page,munchkin-legends
wandering-monster,Wandering Monster,Бродячая тварь,full_page,apocalypse|armed-and-dangerous|axe-cop|beating-a-dead-horse|call-of-cowthulhu|cheat-with-both-hands|clerical-errors|de-ranged|faun-and-games|its-a-dungeon-crawl|jump-the-shark|marvel-edition|monky-business|moops-monster-mashup|munchkin|munchkin-adventure-time|munchkin-apocalypse|munchkin-axe-cop|munchkin-bites|munchkin-booty|munchkin-christmas-lite|munchkin-conan|munchkin-cthulhu|munchkin-fu|munchkin-impossible|munchkin-legends|munchkin-oz|munchkin-pathfinder|munchkin-steampunk|munchkin-the-nightmare-before-christmas|munchkin-zombies|myth-prints|pants-macabre|sheep-impact|star-munchkin|super-munchkin|the-clown-wars|the-good-the-bad-and-the-munchkin|the-narrow-s-cape|the-need-for-steed|the-unspeakable-vault|unnatural-axe
wannabe-supervillain,Wannabe Supervillain,Закос под суперзлодейку,full_page,sheep-impact
wannabe-vampire,Wannabe Vampire,Закос под вампира,full_page,munchkin
war-bonnet,War Bonnet /,,full_page,the-good-the-bad-and-the-munchkin
